Wave_num	Group	Assignment
1710	lipids	One of absorption positions for the CO stretching vibrations of cortisone
1711	Unknown	Unknown
1712	Unknown	Unknown
1713	Unknown	Unknown
1714	Unknown	Unknown
1715	Unknown	Unknown
1716	Unknown	Unknown
1717	Unknown	Unknown
1718	Unknown	Unknown
1719	Unknown	Unknown
1720	lipids	Lipid
1721	Unknown	Unknown
1722	Unknown	Unknown
1723	Unknown	Unknown
1724	Unknown	Unknown
1725	lipids	C-O lipids
1726	Unknown	Unknown
1727	Unknown	Unknown
1728	Unknown	Unknown
1729	lipids	Ester group
1730	Unknown	Unknown
1731	Unknown	Unknown
1732	lipids	One of absorption positions for the CO stretching vibrations of cortisone
1733	Unknown	Unknown
1734	lipids	"Esters, C-O stretching (lipids)"
1735	Unknown	Unknown
1736	lipids	Ester C=O stretches;C-O ester (lipids)
1737	lipids	C-O ester (lipids)
1738	lipids	Lipids
1739	lipids	Ester group
1740	lipids	Ester group
1741	Unknown	Unknown
1742	Unknown	Unknown
1743	Unknown	Unknown
1744	lipids	Carbonyl feature of lipid spectra;Ester group
1745	lipids;carbohydrates	"Phospholipids;дн(C-O), phospholipids (lipid assignment);дн(C-O), phospholipids;Triglycerides (fatty acids);дн(C-O) (polysaccharides, pectin)"
1746	lipids	Ester C=O stretches;C-O stretch (lipid)
1747	lipids	"C-O, lipids"
1748	Unknown	Unknown
1749	Unknown	Unknown
1750	lipids	"C-O (lipid in normal tissues);дн(C-C) lipids, fatty acids"
1751	Unknown	Unknown
1752	Unknown	Unknown
1753	Unknown	Unknown
1754	lipids	C-O (lipid)
1755	Unknown	Unknown
1756	lipids	One of absorption positions for the CO stretching vibrations of cortisone
1757	Unknown	Unknown
1758	Unknown	Unknown
1759	Unknown	Unknown
1760	Unknown	Unknown
1761	Unknown	Unknown
1762	Unknown	Unknown
1763	Unknown	Unknown
1764	Unknown	Unknown
1765	Unknown	Unknown
1766	Unknown	Unknown
1767	Unknown	Unknown
1768	Unknown	Unknown
1769	Unknown	Unknown
1770	Unknown	Unknown
1771	Unknown	Unknown
1772	Unknown	Unknown
1773	Unknown	Unknown
1774	Unknown	Unknown
1775	Unknown	Unknown
1776	Unknown	Unknown
1777	Unknown	Unknown
1778	Unknown	Unknown
1779	Unknown	Unknown
1780	Unknown	Unknown
1781	Unknown	Unknown
1782	Unknown	Unknown
1783	Unknown	Unknown
1784	Unknown	Unknown
1785	Unknown	Unknown
1786	Unknown	Unknown
1787	Unknown	Unknown
1788	Unknown	Unknown
1789	Unknown	Unknown
1790	Unknown	Unknown
1791	Unknown	Unknown
1792	Unknown	Unknown
1793	Unknown	Unknown
1794	Unknown	Unknown
1795	Unknown	Unknown
1796	Unknown	Unknown
1797	Unknown	Unknown
1798	Unknown	Unknown
1799	Unknown	Unknown
1800	Unknown	Unknown
1801	Unknown	Unknown
1802	Unknown	Unknown
1803	Unknown	Unknown
1804	Unknown	Unknown
1805	Unknown	Unknown
1806	Unknown	Unknown
1807	Unknown	Unknown
1808	Unknown	Unknown
1809	Unknown	Unknown
1810	Unknown	Unknown
1811	Unknown	Unknown
1812	Unknown	Unknown
1813	Unknown	Unknown
1814	Unknown	Unknown
1815	Unknown	Unknown
1816	Unknown	Unknown
1817	Unknown	Unknown
1818	Unknown	Unknown
1819	Unknown	Unknown
1820	Unknown	Unknown
1821	Unknown	Unknown
1822	Unknown	Unknown
1823	Unknown	Unknown
1824	Unknown	Unknown
1825	Unknown	Unknown
1826	Unknown	Unknown
1827	Unknown	Unknown
1828	Unknown	Unknown
1829	Unknown	Unknown
1830	Unknown	Unknown
1831	Unknown	Unknown
1832	Unknown	Unknown
1833	Unknown	Unknown
1834	Unknown	Unknown
1835	Unknown	Unknown
1836	Unknown	Unknown
1837	Unknown	Unknown
1838	Unknown	Unknown
1839	Unknown	Unknown
1840	Unknown	Unknown
1841	Unknown	Unknown
1842	Unknown	Unknown
1843	Unknown	Unknown
1844	Unknown	Unknown
1845	Unknown	Unknown
1846	Unknown	Unknown
1847	Unknown	Unknown
1848	Unknown	Unknown
1849	Unknown	Unknown
1850	Unknown	Unknown
1851	Unknown	Unknown
1852	Unknown	Unknown
1853	Unknown	Unknown
1854	Unknown	Unknown
1855	Unknown	Unknown
1856	Unknown	Unknown
1857	Unknown	Unknown
1858	Unknown	Unknown
1859	Unknown	Unknown
1860	Unknown	Unknown
1861	Unknown	Unknown
1862	Unknown	Unknown
1863	Unknown	Unknown
1864	Unknown	Unknown
1865	Unknown	Unknown
1866	Unknown	Unknown
1867	Unknown	Unknown
1868	Unknown	Unknown
1869	Unknown	Unknown
1870	Unknown	Unknown
1871	Unknown	Unknown
1872	Unknown	Unknown
1873	Unknown	Unknown
1874	Unknown	Unknown
1875	Unknown	Unknown
1876	Unknown	Unknown
1877	Unknown	Unknown
1878	Unknown	Unknown
1879	Unknown	Unknown
1880	Unknown	Unknown
1881	Unknown	Unknown
1882	Unknown	Unknown
1883	Unknown	Unknown
1884	Unknown	Unknown
1885	Unknown	Unknown
1886	Unknown	Unknown
1887	Unknown	Unknown
1888	Unknown	Unknown
1889	Unknown	Unknown
1890	Unknown	Unknown
1891	Unknown	Unknown
1892	Unknown	Unknown
1893	Unknown	Unknown
1894	Unknown	Unknown
1895	Unknown	Unknown
1896	Unknown	Unknown
1897	Unknown	Unknown
1898	Unknown	Unknown
1899	Unknown	Unknown
1900	Unknown	Unknown
1901	Unknown	Unknown
1902	Unknown	Unknown
1903	Unknown	Unknown
1904	Unknown	Unknown
1905	Unknown	Unknown
1906	Unknown	Unknown
1907	Unknown	Unknown
1908	Unknown	Unknown
1909	Unknown	Unknown
1910	Unknown	Unknown
1911	Unknown	Unknown
1912	Unknown	Unknown
1913	Unknown	Unknown
1914	Unknown	Unknown
1915	Unknown	Unknown
1916	Unknown	Unknown
1917	Unknown	Unknown
1918	Unknown	Unknown
1919	Unknown	Unknown
1920	Unknown	Unknown
1921	Unknown	Unknown
1922	Unknown	Unknown
1923	Unknown	Unknown
1924	Unknown	Unknown
1925	Unknown	Unknown
1926	Unknown	Unknown
1927	Unknown	Unknown
1928	Unknown	Unknown
1929	Unknown	Unknown
1930	Unknown	Unknown
1931	Unknown	Unknown
1932	Unknown	Unknown
1933	Unknown	Unknown
1934	Unknown	Unknown
1935	Unknown	Unknown
1936	Unknown	Unknown
1937	Unknown	Unknown
1938	Unknown	Unknown
1939	Unknown	Unknown
1940	Unknown	Unknown
1941	Unknown	Unknown
1942	Unknown	Unknown
1943	Unknown	Unknown
1944	Unknown	Unknown
1945	Unknown	Unknown
1946	Unknown	Unknown
1947	Unknown	Unknown
1948	Unknown	Unknown
1949	Unknown	Unknown
1950	Unknown	Unknown
1951	Unknown	Unknown
1952	Unknown	Unknown
1953	Unknown	Unknown
1954	Unknown	Unknown
1955	Unknown	Unknown
1956	Unknown	Unknown
1957	Unknown	Unknown
1958	Unknown	Unknown
1959	Unknown	Unknown
1960	Unknown	Unknown
1961	Unknown	Unknown
1962	Unknown	Unknown
1963	Unknown	Unknown
1964	Unknown	Unknown
1965	Unknown	Unknown
1966	Unknown	Unknown
1967	Unknown	Unknown
1968	Unknown	Unknown
1969	Unknown	Unknown
1970	Unknown	Unknown
1971	Unknown	Unknown
1972	Unknown	Unknown
1973	Unknown	Unknown
1974	Unknown	Unknown
1975	Unknown	Unknown
1976	Unknown	Unknown
1977	Unknown	Unknown
1978	Unknown	Unknown
1979	Unknown	Unknown
1980	Unknown	Unknown
1981	Unknown	Unknown
1982	Unknown	Unknown
1983	Unknown	Unknown
1984	Unknown	Unknown
1985	Unknown	Unknown
1986	Unknown	Unknown
1987	Unknown	Unknown
1988	Unknown	Unknown
1989	Unknown	Unknown
1990	Unknown	Unknown
1991	Unknown	Unknown
1992	Unknown	Unknown
1993	Unknown	Unknown
1994	Unknown	Unknown
1995	Unknown	Unknown
1996	Unknown	Unknown
1997	Unknown	Unknown
1998	Unknown	Unknown
1999	Unknown	Unknown
2000	Unknown	Unknown
2001	Unknown	Unknown
2002	Unknown	Unknown
2003	Unknown	Unknown
2004	Unknown	Unknown
2005	Unknown	Unknown
2006	Unknown	Unknown
2007	Unknown	Unknown
2008	Unknown	Unknown
2009	Unknown	Unknown
2010	Unknown	Unknown
2011	Unknown	Unknown
2012	Unknown	Unknown
2013	Unknown	Unknown
2014	Unknown	Unknown
2015	Unknown	Unknown
2016	Unknown	Unknown
2017	Unknown	Unknown
2018	Unknown	Unknown
2019	Unknown	Unknown
2020	Unknown	Unknown
2021	Unknown	Unknown
2022	Unknown	Unknown
2023	Unknown	Unknown
2024	Unknown	Unknown
2025	Unknown	Unknown
2026	Unknown	Unknown
2027	Unknown	Unknown
2028	Unknown	Unknown
2029	Unknown	Unknown
2030	Unknown	Unknown
2031	Unknown	Unknown
2032	Unknown	Unknown
2033	Unknown	Unknown
2034	Unknown	Unknown
2035	Unknown	Unknown
2036	Unknown	Unknown
2037	Unknown	Unknown
2038	Unknown	Unknown
2039	Unknown	Unknown
2040	Unknown	Unknown
2041	Unknown	Unknown
2042	Unknown	Unknown
2043	Unknown	Unknown
2044	Unknown	Unknown
2045	Unknown	Unknown
2046	Unknown	Unknown
2047	Unknown	Unknown
2048	Unknown	Unknown
2049	Unknown	Unknown
2050	Unknown	Unknown
2051	Unknown	Unknown
2052	Unknown	Unknown
2053	Unknown	Unknown
2054	Unknown	Unknown
2055	Unknown	Unknown
2056	Unknown	Unknown
2057	Unknown	Unknown
2058	Unknown	Unknown
2059	Unknown	Unknown
2060	Unknown	Unknown
2061	Unknown	Unknown
2062	Unknown	Unknown
2063	Unknown	Unknown
2064	Unknown	Unknown
2065	Unknown	Unknown
2066	Unknown	Unknown
2067	Unknown	Unknown
2068	Unknown	Unknown
2069	Unknown	Unknown
2070	Unknown	Unknown
2071	Unknown	Unknown
2072	Unknown	Unknown
2073	Unknown	Unknown
2074	Unknown	Unknown
2075	Unknown	Unknown
2076	Unknown	Unknown
2077	Unknown	Unknown
2078	Unknown	Unknown
2079	Unknown	Unknown
2080	Unknown	Unknown
2081	Unknown	Unknown
2082	Unknown	Unknown
2083	Unknown	Unknown
2084	Unknown	Unknown
2085	Unknown	Unknown
2086	Unknown	Unknown
2087	Unknown	Unknown
2088	Unknown	Unknown
2089	Unknown	Unknown
2090	Unknown	Unknown
2091	Unknown	Unknown
2092	Unknown	Unknown
2093	Unknown	Unknown
2094	Unknown	Unknown
2095	others	"C-N stretch (one of three thiocyanate peaks, with 445 and 735 cm-1)"
2096	Unknown	Unknown
2097	Unknown	Unknown
2098	Unknown	Unknown
2099	Unknown	Unknown
2100	Unknown	Unknown
2101	Unknown	Unknown
2102	Unknown	Unknown
2103	Unknown	Unknown
2104	Unknown	Unknown
2105	Unknown	Unknown
2106	Unknown	Unknown
2107	Unknown	Unknown
2108	Unknown	Unknown
2109	Unknown	Unknown
2110	Unknown	Unknown
2111	Unknown	Unknown
2112	Unknown	Unknown
2113	Unknown	Unknown
2114	Unknown	Unknown
2115	Unknown	Unknown
2116	Unknown	Unknown
2117	Unknown	Unknown
2118	Unknown	Unknown
2119	Unknown	Unknown
2120	Unknown	Unknown
2121	Unknown	Unknown
2122	Unknown	Unknown
2123	Unknown	Unknown
2124	Unknown	Unknown
2125	Unknown	Unknown
2126	Unknown	Unknown
2127	Unknown	Unknown
2128	Unknown	Unknown
2129	Unknown	Unknown
2130	Unknown	Unknown
2131	Unknown	Unknown
2132	Unknown	Unknown
2133	Unknown	Unknown
2134	Unknown	Unknown
2135	Unknown	Unknown
2136	Unknown	Unknown
2137	Unknown	Unknown
2138	Unknown	Unknown
2139	Unknown	Unknown
2140	Unknown	Unknown
2141	Unknown	Unknown
2142	Unknown	Unknown
2143	Unknown	Unknown
2144	Unknown	Unknown
2145	Unknown	Unknown
2146	Unknown	Unknown
2147	Unknown	Unknown
2148	Unknown	Unknown
2149	Unknown	Unknown
2150	Unknown	Unknown
2151	Unknown	Unknown
2152	Unknown	Unknown
2153	Unknown	Unknown
2154	Unknown	Unknown
2155	Unknown	Unknown
2156	Unknown	Unknown
2157	Unknown	Unknown
2158	Unknown	Unknown
2159	Unknown	Unknown
2160	Unknown	Unknown
2161	Unknown	Unknown
2162	Unknown	Unknown
2163	Unknown	Unknown
2164	Unknown	Unknown
2165	Unknown	Unknown
2166	Unknown	Unknown
2167	Unknown	Unknown
2168	Unknown	Unknown
2169	Unknown	Unknown
2170	Unknown	Unknown
2171	Unknown	Unknown
2172	Unknown	Unknown
2173	Unknown	Unknown
2174	Unknown	Unknown
2175	Unknown	Unknown
2176	Unknown	Unknown
2177	Unknown	Unknown
2178	Unknown	Unknown
2179	Unknown	Unknown
2180	Unknown	Unknown
2181	Unknown	Unknown
2182	Unknown	Unknown
2183	Unknown	Unknown
2184	Unknown	Unknown
2185	Unknown	Unknown
2186	Unknown	Unknown
2187	Unknown	Unknown
2188	Unknown	Unknown
2189	Unknown	Unknown
2190	Unknown	Unknown
2191	Unknown	Unknown
2192	Unknown	Unknown
2193	Unknown	Unknown
2194	Unknown	Unknown
2195	Unknown	Unknown
2196	Unknown	Unknown
2197	Unknown	Unknown
2198	Unknown	Unknown
2199	Unknown	Unknown
2200	Unknown	Unknown
2201	Unknown	Unknown
2202	Unknown	Unknown
2203	Unknown	Unknown
2204	Unknown	Unknown
2205	Unknown	Unknown
2206	Unknown	Unknown
2207	Unknown	Unknown
2208	Unknown	Unknown
2209	Unknown	Unknown
2210	Unknown	Unknown
2211	Unknown	Unknown
2212	Unknown	Unknown
2213	Unknown	Unknown
2214	Unknown	Unknown
2215	Unknown	Unknown
2216	Unknown	Unknown
2217	Unknown	Unknown
2218	Unknown	Unknown
2219	Unknown	Unknown
2220	Unknown	Unknown
2221	Unknown	Unknown
2222	Unknown	Unknown
2223	Unknown	Unknown
2224	Unknown	Unknown
2225	others	CАнN
2226	Unknown	Unknown
2227	Unknown	Unknown
2228	Unknown	Unknown
2229	Unknown	Unknown
2230	Unknown	Unknown
2231	Unknown	Unknown
2232	Unknown	Unknown
2233	Unknown	Unknown
2234	Unknown	Unknown
2235	Unknown	Unknown
2236	Unknown	Unknown
2237	Unknown	Unknown
2238	Unknown	Unknown
2239	Unknown	Unknown
2240	Unknown	Unknown
2241	Unknown	Unknown
2242	Unknown	Unknown
2243	Unknown	Unknown
2244	Unknown	Unknown
2245	Unknown	Unknown
2246	Unknown	Unknown
2247	Unknown	Unknown
2248	Unknown	Unknown
2249	Unknown	Unknown
2250	Unknown	Unknown
2251	Unknown	Unknown
2252	Unknown	Unknown
2253	Unknown	Unknown
2254	Unknown	Unknown
2255	Unknown	Unknown
2256	Unknown	Unknown
2257	Unknown	Unknown
2258	Unknown	Unknown
2259	Unknown	Unknown
2260	Unknown	Unknown
2261	Unknown	Unknown
2262	Unknown	Unknown
2263	Unknown	Unknown
2264	Unknown	Unknown
2265	Unknown	Unknown
2266	Unknown	Unknown
2267	Unknown	Unknown
2268	Unknown	Unknown
2269	Unknown	Unknown
2270	Unknown	Unknown
2271	Unknown	Unknown
2272	Unknown	Unknown
2273	Unknown	Unknown
2274	Unknown	Unknown
2275	Unknown	Unknown
2276	Unknown	Unknown
2277	Unknown	Unknown
2278	Unknown	Unknown
2279	Unknown	Unknown
2280	Unknown	Unknown
2281	Unknown	Unknown
2282	Unknown	Unknown
2283	Unknown	Unknown
2284	Unknown	Unknown
2285	Unknown	Unknown
2286	Unknown	Unknown
2287	Unknown	Unknown
2288	Unknown	Unknown
2289	Unknown	Unknown
2290	Unknown	Unknown
2291	Unknown	Unknown
2292	Unknown	Unknown
2293	Unknown	Unknown
2294	Unknown	Unknown
2295	Unknown	Unknown
2296	Unknown	Unknown
2297	Unknown	Unknown
2298	Unknown	Unknown
2299	Unknown	Unknown
2300	Unknown	Unknown
2301	Unknown	Unknown
2302	Unknown	Unknown
2303	Unknown	Unknown
2304	Unknown	Unknown
2305	Unknown	Unknown
2306	Unknown	Unknown
2307	Unknown	Unknown
2308	Unknown	Unknown
2309	Unknown	Unknown
2310	Unknown	Unknown
2311	Unknown	Unknown
2312	Unknown	Unknown
2313	Unknown	Unknown
2314	Unknown	Unknown
2315	Unknown	Unknown
2316	Unknown	Unknown
2317	Unknown	Unknown
2318	Unknown	Unknown
2319	Unknown	Unknown
2320	Unknown	Unknown
2321	Unknown	Unknown
2322	Unknown	Unknown
2323	Unknown	Unknown
2324	Unknown	Unknown
2325	Unknown	Unknown
2326	Unknown	Unknown
2327	Unknown	Unknown
2328	Unknown	Unknown
2329	Unknown	Unknown
2330	Unknown	Unknown
2331	Unknown	Unknown
2332	Unknown	Unknown
2333	Unknown	Unknown
2334	Unknown	Unknown
2335	Unknown	Unknown
2336	Unknown	Unknown
2337	Unknown	Unknown
2338	Unknown	Unknown
2339	Unknown	Unknown
2340	Unknown	Unknown
2341	Unknown	Unknown
2342	Unknown	Unknown
2343	others	Asymmetric stretching band of CO2- hydrates
2344	Unknown	Unknown
2345	Unknown	Unknown
2346	Unknown	Unknown
2347	Unknown	Unknown
2348	Unknown	Unknown
2349	Unknown	Unknown
2350	Unknown	Unknown
2351	Unknown	Unknown
2352	Unknown	Unknown
2353	Unknown	Unknown
2354	Unknown	Unknown
2355	Unknown	Unknown
2356	Unknown	Unknown
2357	Unknown	Unknown
2358	Unknown	Unknown
2359	Unknown	Unknown
2360	Unknown	Unknown
2361	Unknown	Unknown
2362	Unknown	Unknown
2363	Unknown	Unknown
2364	Unknown	Unknown
2365	Unknown	Unknown
2366	Unknown	Unknown
2367	Unknown	Unknown
2368	Unknown	Unknown
2369	Unknown	Unknown
2370	Unknown	Unknown
2371	Unknown	Unknown
2372	Unknown	Unknown
2373	Unknown	Unknown
2374	Unknown	Unknown
2375	Unknown	Unknown
2376	Unknown	Unknown
2377	Unknown	Unknown
2378	Unknown	Unknown
2379	Unknown	Unknown
2380	Unknown	Unknown
2381	Unknown	Unknown
2382	Unknown	Unknown
2383	Unknown	Unknown
2384	Unknown	Unknown
2385	Unknown	Unknown
2386	Unknown	Unknown
2387	Unknown	Unknown
2388	Unknown	Unknown
2389	Unknown	Unknown
2390	Unknown	Unknown
2391	Unknown	Unknown
2392	Unknown	Unknown
2393	Unknown	Unknown
2394	Unknown	Unknown
2395	Unknown	Unknown
2396	Unknown	Unknown
2397	Unknown	Unknown
2398	Unknown	Unknown
2399	Unknown	Unknown
2400	Unknown	Unknown
2401	Unknown	Unknown
2402	Unknown	Unknown
2403	Unknown	Unknown
2404	Unknown	Unknown
2405	Unknown	Unknown
2406	Unknown	Unknown
2407	Unknown	Unknown
2408	Unknown	Unknown
2409	Unknown	Unknown
2410	Unknown	Unknown
2411	Unknown	Unknown
2412	Unknown	Unknown
2413	Unknown	Unknown
2414	Unknown	Unknown
2415	Unknown	Unknown
2416	Unknown	Unknown
2417	Unknown	Unknown
2418	Unknown	Unknown
2419	Unknown	Unknown
2420	Unknown	Unknown
2421	Unknown	Unknown
2422	Unknown	Unknown
2423	Unknown	Unknown
2424	Unknown	Unknown
2425	Unknown	Unknown
2426	Unknown	Unknown
2427	Unknown	Unknown
2428	Unknown	Unknown
2429	Unknown	Unknown
2430	Unknown	Unknown
2431	Unknown	Unknown
2432	Unknown	Unknown
2433	Unknown	Unknown
2434	Unknown	Unknown
2435	Unknown	Unknown
2436	Unknown	Unknown
2437	Unknown	Unknown
2438	Unknown	Unknown
2439	Unknown	Unknown
2440	Unknown	Unknown
2441	Unknown	Unknown
2442	Unknown	Unknown
2443	Unknown	Unknown
2444	Unknown	Unknown
2445	Unknown	Unknown
2446	Unknown	Unknown
2447	Unknown	Unknown
2448	Unknown	Unknown
2449	Unknown	Unknown
2450	Unknown	Unknown
2451	Unknown	Unknown
2452	Unknown	Unknown
2453	Unknown	Unknown
2454	Unknown	Unknown
2455	Unknown	Unknown
2456	Unknown	Unknown
2457	Unknown	Unknown
2458	Unknown	Unknown
2459	Unknown	Unknown
2460	Unknown	Unknown
2461	Unknown	Unknown
2462	Unknown	Unknown
2463	Unknown	Unknown
2464	Unknown	Unknown
2465	Unknown	Unknown
2466	Unknown	Unknown
2467	Unknown	Unknown
2468	Unknown	Unknown
2469	Unknown	Unknown
2470	Unknown	Unknown
2471	Unknown	Unknown
2472	Unknown	Unknown
2473	Unknown	Unknown
2474	Unknown	Unknown
2475	Unknown	Unknown
2476	Unknown	Unknown
2477	Unknown	Unknown
2478	Unknown	Unknown
2479	Unknown	Unknown
2480	Unknown	Unknown
2481	Unknown	Unknown
2482	Unknown	Unknown
2483	Unknown	Unknown
2484	Unknown	Unknown
2485	Unknown	Unknown
2486	Unknown	Unknown
2487	Unknown	Unknown
2488	Unknown	Unknown
2489	Unknown	Unknown
2490	Unknown	Unknown
2491	Unknown	Unknown
2492	Unknown	Unknown
2493	Unknown	Unknown
2494	Unknown	Unknown
2495	Unknown	Unknown
2496	Unknown	Unknown
2497	Unknown	Unknown
2498	Unknown	Unknown
2499	Unknown	Unknown
2500	Unknown	Unknown
2501	Unknown	Unknown
2502	Unknown	Unknown
2503	Unknown	Unknown
2504	Unknown	Unknown
2505	Unknown	Unknown
2506	Unknown	Unknown
2507	Unknown	Unknown
2508	Unknown	Unknown
2509	Unknown	Unknown
2510	Unknown	Unknown
2511	Unknown	Unknown
2512	Unknown	Unknown
2513	Unknown	Unknown
2514	Unknown	Unknown
2515	Unknown	Unknown
2516	Unknown	Unknown
2517	Unknown	Unknown
2518	Unknown	Unknown
2519	Unknown	Unknown
2520	Unknown	Unknown
2521	Unknown	Unknown
2522	Unknown	Unknown
2523	Unknown	Unknown
2524	Unknown	Unknown
2525	Unknown	Unknown
2526	Unknown	Unknown
2527	Unknown	Unknown
2528	Unknown	Unknown
2529	Unknown	Unknown
2530	Unknown	Unknown
2531	Unknown	Unknown
2532	Unknown	Unknown
2533	Unknown	Unknown
2534	Unknown	Unknown
2535	Unknown	Unknown
2536	Unknown	Unknown
2537	Unknown	Unknown
2538	Unknown	Unknown
2539	Unknown	Unknown
2540	Unknown	Unknown
2541	Unknown	Unknown
2542	Unknown	Unknown
2543	Unknown	Unknown
2544	Unknown	Unknown
2545	Unknown	Unknown
2546	Unknown	Unknown
2547	Unknown	Unknown
2548	Unknown	Unknown
2549	Unknown	Unknown
2550	Unknown	Unknown
2551	Unknown	Unknown
2552	Unknown	Unknown
2553	Unknown	Unknown
2554	Unknown	Unknown
2555	Unknown	Unknown
2556	Unknown	Unknown
2557	Unknown	Unknown
2558	Unknown	Unknown
2559	Unknown	Unknown
2560	Unknown	Unknown
2561	Unknown	Unknown
2562	Unknown	Unknown
2563	Unknown	Unknown
2564	Unknown	Unknown
2565	Unknown	Unknown
2566	Unknown	Unknown
2567	Unknown	Unknown
2568	Unknown	Unknown
2569	Unknown	Unknown
2570	Unknown	Unknown
2571	Unknown	Unknown
2572	Unknown	Unknown
2573	Unknown	Unknown
2574	Unknown	Unknown
2575	Unknown	Unknown
2576	Unknown	Unknown
2577	Unknown	Unknown
2578	Unknown	Unknown
2579	Unknown	Unknown
2580	Unknown	Unknown
2581	Unknown	Unknown
2582	Unknown	Unknown
2583	Unknown	Unknown
2584	Unknown	Unknown
2585	Unknown	Unknown
2586	Unknown	Unknown
2587	Unknown	Unknown
2588	Unknown	Unknown
2589	Unknown	Unknown
2590	Unknown	Unknown
2591	Unknown	Unknown
2592	Unknown	Unknown
2593	Unknown	Unknown
2594	Unknown	Unknown
2595	Unknown	Unknown
2596	Unknown	Unknown
2597	Unknown	Unknown
2598	Unknown	Unknown
2599	Unknown	Unknown
2600	Unknown	Unknown
2601	Unknown	Unknown
2602	Unknown	Unknown
2603	Unknown	Unknown
2604	Unknown	Unknown
2605	Unknown	Unknown
2606	Unknown	Unknown
2607	Unknown	Unknown
2608	Unknown	Unknown
2609	Unknown	Unknown
2610	Unknown	Unknown
2611	Unknown	Unknown
2612	Unknown	Unknown
2613	Unknown	Unknown
2614	Unknown	Unknown
2615	Unknown	Unknown
2616	Unknown	Unknown
2617	Unknown	Unknown
2618	Unknown	Unknown
2619	Unknown	Unknown
2620	Unknown	Unknown
2621	Unknown	Unknown
2622	Unknown	Unknown
2623	Unknown	Unknown
2624	Unknown	Unknown
2625	Unknown	Unknown
2626	Unknown	Unknown
2627	Unknown	Unknown
2628	Unknown	Unknown
2629	Unknown	Unknown
2630	Unknown	Unknown
2631	Unknown	Unknown
2632	Unknown	Unknown
2633	Unknown	Unknown
2634	Unknown	Unknown
2635	Unknown	Unknown
2636	Unknown	Unknown
2637	Unknown	Unknown
2638	Unknown	Unknown
2639	Unknown	Unknown
2640	Unknown	Unknown
2641	Unknown	Unknown
2642	Unknown	Unknown
2643	Unknown	Unknown
2644	Unknown	Unknown
2645	Unknown	Unknown
2646	Unknown	Unknown
2647	Unknown	Unknown
2648	Unknown	Unknown
2649	Unknown	Unknown
2650	Unknown	Unknown
2651	Unknown	Unknown
2652	Unknown	Unknown
2653	Unknown	Unknown
2654	Unknown	Unknown
2655	Unknown	Unknown
2656	Unknown	Unknown
2657	Unknown	Unknown
2658	Unknown	Unknown
2659	Unknown	Unknown
2660	Unknown	Unknown
2661	Unknown	Unknown
2662	Unknown	Unknown
2663	Unknown	Unknown
2664	Unknown	Unknown
2665	Unknown	Unknown
2666	Unknown	Unknown
2667	Unknown	Unknown
2668	Unknown	Unknown
2669	Unknown	Unknown
2670	Unknown	Unknown
2671	Unknown	Unknown
2672	Unknown	Unknown
2673	Unknown	Unknown
2674	Unknown	Unknown
2675	Unknown	Unknown
2676	Unknown	Unknown
2677	Unknown	Unknown
2678	Unknown	Unknown
2679	Unknown	Unknown
2680	Unknown	Unknown
2681	Unknown	Unknown
2682	Unknown	Unknown
2683	Unknown	Unknown
2684	Unknown	Unknown
2685	Unknown	Unknown
2686	Unknown	Unknown
2687	Unknown	Unknown
2688	Unknown	Unknown
2689	Unknown	Unknown
2690	Unknown	Unknown
2691	Unknown	Unknown
2692	Unknown	Unknown
2693	Unknown	Unknown
2694	Unknown	Unknown
2695	Unknown	Unknown
2696	Unknown	Unknown
2697	Unknown	Unknown
2698	Unknown	Unknown
2699	Unknown	Unknown
2700	Unknown	Unknown
2701	Unknown	Unknown
2702	Unknown	Unknown
2703	Unknown	Unknown
2704	Unknown	Unknown
2705	Unknown	Unknown
2706	Unknown	Unknown
2707	Unknown	Unknown
2708	Unknown	Unknown
2709	Unknown	Unknown
2710	Unknown	Unknown
2711	Unknown	Unknown
2712	Unknown	Unknown
2713	Unknown	Unknown
2714	Unknown	Unknown
2715	Unknown	Unknown
2716	Unknown	Unknown
2717	Unknown	Unknown
2718	Unknown	Unknown
2719	Unknown	Unknown
2720	Unknown	Unknown
2721	Unknown	Unknown
2722	Unknown	Unknown
2723	Unknown	Unknown
2724	Unknown	Unknown
2725	Unknown	Unknown
2726	Unknown	Unknown
2727	lipids	Unknown
2728	Unknown	Unknown
2729	Unknown	Unknown
2730	Unknown	Unknown
2731	Unknown	Unknown
2732	Unknown	Unknown
2733	Unknown	Unknown
2734	Unknown	Unknown
2735	Unknown	Unknown
2736	Unknown	Unknown
2737	Unknown	Unknown
2738	Unknown	Unknown
2739	Unknown	Unknown
2740	Unknown	Unknown
2741	others	"Stretching vibrations of CH, NH, and OH groups"
2742	Unknown	Unknown
2743	Unknown	Unknown
2744	Unknown	Unknown
2745	Unknown	Unknown
2746	Unknown	Unknown
2747	Unknown	Unknown
2748	Unknown	Unknown
2749	Unknown	Unknown
2750	Unknown	Unknown
2751	Unknown	Unknown
2752	Unknown	Unknown
2753	Unknown	Unknown
2754	Unknown	Unknown
2755	Unknown	Unknown
2756	Unknown	Unknown
2757	Unknown	Unknown
2758	Unknown	Unknown
2759	Unknown	Unknown
2760	Unknown	Unknown
2761	Unknown	Unknown
2762	Unknown	Unknown
2763	Unknown	Unknown
